Target Distance (in),Hood Angle (deg),Shot Exit Velocity (ips),Flywheel Command Speed (ips)
305,71.9,NaN,NaN
305,66.9,NaN,NaN
305,61.9,NaN,NaN
305,56.9,NaN,NaN
305,51.9,NaN,NaN
305,46.9,365.86,428.00
305,41.9,351.99,396.28
305,36.9,346.10,390.00
305,31.9,341.70,385.31
306,76.9,NaN,NaN
306,71.9,NaN,NaN
306,66.9,NaN,NaN
306,61.9,NaN,NaN
306,56.9,NaN,NaN
306,51.9,NaN,NaN
306,46.9,366.35,429.33
306,41.9,352.87,397.21
306,36.9,347.04,391.00
306,31.9,342.47,386.12
307,76.9,NaN,NaN
307,71.9,NaN,NaN
307,66.9,NaN,NaN
307,61.9,NaN,NaN
307,56.9,NaN,NaN
307,51.9,NaN,NaN
307,46.9,366.85,430.67
307,41.9,353.74,398.14
307,36.9,347.98,392.00
307,31.9,343.23,386.94
308,76.9,NaN,NaN
308,71.9,NaN,NaN
308,66.9,NaN,NaN
308,61.9,NaN,NaN
308,56.9,NaN,NaN
308,51.9,NaN,NaN
308,46.9,367.34,432.00
308,41.9,354.61,399.07
308,36.9,348.92,393.00
308,31.9,344.00,387.76
309,76.9,NaN,NaN
309,71.9,NaN,NaN
309,66.9,NaN,NaN
309,61.9,NaN,NaN
309,56.9,NaN,NaN
309,51.9,NaN,NaN
309,46.9,367.83,433.33
309,41.9,355.48,400.00
309,36.9,349.86,394.00
309,31.9,344.76,388.57
310,76.9,NaN,NaN
310,71.9,NaN,NaN
310,66.9,NaN,NaN
310,61.9,NaN,NaN
310,56.9,NaN,NaN
310,51.9,NaN,NaN
310,46.9,368.33,434.67
310,41.9,356.08,401.60
310,36.9,350.79,395.00
310,31.9,345.53,389.39
311,76.9,NaN,NaN
311,71.9,NaN,NaN
311,66.9,NaN,NaN
311,61.9,NaN,NaN
311,56.9,NaN,NaN
311,51.9,NaN,NaN
311,46.9,368.82,436.00
311,41.9,356.67,403.20
311,36.9,351.73,396.00
311,31.9,346.30,390.20
312,76.9,NaN,NaN
312,71.9,NaN,NaN
312,66.9,NaN,NaN
312,61.9,NaN,NaN
312,56.9,NaN,NaN
312,51.9,NaN,NaN
312,46.9,369.32,437.33
312,41.9,357.26,404.80
312,36.9,352.67,397.00
312,31.9,347.06,391.02
313,76.9,NaN,NaN
313,71.9,NaN,NaN
313,66.9,NaN,NaN
313,61.9,NaN,NaN
313,56.9,NaN,NaN
313,51.9,NaN,NaN
313,46.9,369.81,438.67
313,41.9,357.85,406.40
313,36.9,353.61,398.00
313,31.9,347.83,391.84
314,76.9,NaN,NaN
314,71.9,NaN,NaN
314,66.9,NaN,NaN
314,61.9,NaN,NaN
314,56.9,NaN,NaN
314,51.9,NaN,NaN
314,46.9,370.30,440.00
314,41.9,358.45,408.00
314,36.9,354.55,399.00
314,31.9,348.59,392.65
315,76.9,NaN,NaN
315,71.9,NaN,NaN
315,66.9,NaN,NaN
315,61.9,NaN,NaN
315,56.9,NaN,NaN
315,51.9,NaN,NaN
315,46.9,371.06,441.38
315,41.9,359.04,409.60
315,36.9,355.48,400.00
315,31.9,349.36,393.47
316,76.9,NaN,NaN
316,71.9,NaN,NaN
316,66.9,NaN,NaN
316,61.9,NaN,NaN
316,56.9,NaN,NaN
316,51.9,NaN,NaN
316,46.9,371.81,442.76
316,41.9,359.63,411.20
316,36.9,355.87,401.05
316,31.9,350.12,394.29
317,76.9,NaN,NaN
317,71.9,NaN,NaN
317,66.9,NaN,NaN
317,61.9,NaN,NaN
317,56.9,NaN,NaN
317,51.9,NaN,NaN
317,46.9,372.57,444.14
317,41.9,360.23,412.80
317,36.9,356.26,402.11
317,31.9,350.89,395.10
318,76.9,NaN,NaN
318,71.9,NaN,NaN
318,66.9,NaN,NaN
318,61.9,NaN,NaN
318,56.9,NaN,NaN
318,51.9,NaN,NaN
318,46.9,373.32,445.52
318,41.9,360.82,414.40
318,36.9,356.65,403.16
318,31.9,351.66,395.92
319,76.9,NaN,NaN
319,71.9,NaN,NaN
319,66.9,NaN,NaN
319,61.9,NaN,NaN
319,56.9,NaN,NaN
319,51.9,NaN,NaN
319,46.9,374.08,446.90
319,41.9,361.41,416.00
319,36.9,357.04,404.21
319,31.9,352.42,396.73
320,76.9,NaN,NaN
320,71.9,NaN,NaN
320,66.9,NaN,NaN
320,61.9,NaN,NaN
320,56.9,NaN,NaN
320,51.9,NaN,NaN
320,46.9,374.83,448.28
320,41.9,362.00,417.60
320,36.9,357.43,405.26
320,31.9,353.19,397.55
321,76.9,NaN,NaN
321,71.9,NaN,NaN
321,66.9,NaN,NaN
321,61.9,NaN,NaN
321,56.9,NaN,NaN
321,51.9,NaN,NaN
321,46.9,375.58,449.66
321,41.9,362.60,419.20
321,36.9,357.82,406.32
321,31.9,353.95,398.37
322,76.9,NaN,NaN
322,71.9,NaN,NaN
322,66.9,NaN,NaN
322,61.9,NaN,NaN
322,56.9,NaN,NaN
322,51.9,NaN,NaN
322,46.9,376.34,451.03
322,41.9,363.19,420.80
322,36.9,358.21,407.37
322,31.9,354.72,399.18
323,76.9,NaN,NaN
323,71.9,NaN,NaN
323,66.9,NaN,NaN
323,61.9,NaN,NaN
323,56.9,NaN,NaN
323,51.9,NaN,NaN
323,46.9,377.09,452.41
323,41.9,363.78,422.40
323,36.9,358.60,408.42
323,31.9,355.48,400.00
324,76.9,NaN,NaN
324,71.9,NaN,NaN
324,66.9,NaN,NaN
324,61.9,NaN,NaN
324,56.9,NaN,NaN
324,51.9,NaN,NaN
324,46.9,377.85,453.79
324,41.9,364.38,424.00
324,36.9,358.99,409.47
324,31.9,355.90,401.11
325,76.9,NaN,NaN
325,71.9,NaN,NaN
325,66.9,NaN,NaN
325,61.9,NaN,NaN
325,56.9,NaN,NaN
325,51.9,NaN,NaN
325,46.9,378.60,455.17
325,41.9,364.97,425.60
325,36.9,359.38,410.53
325,31.9,356.31,402.22
326,76.9,NaN,NaN
326,71.9,NaN,NaN
326,66.9,NaN,NaN
326,61.9,NaN,NaN
326,56.9,NaN,NaN
326,51.9,NaN,NaN
326,46.9,379.36,456.55
326,41.9,365.56,427.20
326,36.9,359.77,411.58
326,31.9,356.72,403.33
327,76.9,NaN,NaN
327,71.9,NaN,NaN
327,66.9,NaN,NaN
327,61.9,NaN,NaN
327,56.9,NaN,NaN
327,51.9,NaN,NaN
327,46.9,380.11,457.93
327,41.9,366.15,428.80
327,36.9,360.16,412.63
327,31.9,357.13,404.44
328,76.9,NaN,NaN
328,71.9,NaN,NaN
328,66.9,NaN,NaN
328,61.9,NaN,NaN
328,56.9,NaN,NaN
328,51.9,NaN,NaN
328,46.9,380.86,459.31
328,41.9,366.75,430.40
328,36.9,360.55,413.68
328,31.9,357.54,405.56
329,76.9,NaN,NaN
329,71.9,NaN,NaN
329,66.9,NaN,NaN
329,61.9,NaN,NaN
329,56.9,NaN,NaN
329,51.9,NaN,NaN
329,46.9,381.62,460.69
329,41.9,367.34,432.00
329,36.9,360.94,414.74
329,31.9,357.95,406.67
330,76.9,NaN,NaN
330,71.9,NaN,NaN
330,66.9,NaN,NaN
330,61.9,NaN,NaN
330,56.9,NaN,NaN
330,51.9,NaN,NaN
330,46.9,382.37,462.07
330,41.9,367.93,433.60
330,36.9,361.33,415.79
330,31.9,358.37,407.78
331,76.9,NaN,NaN
331,71.9,NaN,NaN
331,66.9,NaN,NaN
331,61.9,NaN,NaN
331,56.9,NaN,NaN
331,51.9,NaN,NaN
331,46.9,383.13,463.45
331,41.9,368.53,435.20
331,36.9,361.72,416.84
331,31.9,358.78,408.89
332,76.9,NaN,NaN
332,71.9,NaN,NaN
332,66.9,NaN,NaN
332,61.9,NaN,NaN
332,56.9,NaN,NaN
332,51.9,NaN,NaN
332,46.9,383.88,464.83
332,41.9,369.12,436.80
332,36.9,362.11,417.89
332,31.9,359.19,410.00
333,76.9,NaN,NaN
333,71.9,NaN,NaN
333,66.9,NaN,NaN
333,61.9,NaN,NaN
333,56.9,NaN,NaN
333,51.9,NaN,NaN
333,46.9,384.64,466.21
333,41.9,369.71,438.40
333,36.9,362.50,418.95
333,31.9,359.60,411.11
334,76.9,NaN,NaN
334,71.9,NaN,NaN
334,66.9,NaN,NaN
334,61.9,NaN,NaN
334,56.9,NaN,NaN
334,51.9,NaN,NaN
334,46.9,385.39,467.59
334,41.9,370.30,440.00
334,36.9,362.89,420.00
334,31.9,360.01,412.22
335,76.9,NaN,NaN
335,71.9,NaN,NaN
335,66.9,NaN,NaN
335,61.9,NaN,NaN
335,56.9,NaN,NaN
335,51.9,NaN,NaN
335,46.9,386.14,468.97
335,41.9,371.03,441.33
335,36.9,363.28,421.05
335,31.9,360.42,413.33
336,76.9,NaN,NaN
336,71.9,NaN,NaN
336,66.9,NaN,NaN
336,61.9,NaN,NaN
336,56.9,NaN,NaN
336,51.9,NaN,NaN
336,46.9,386.90,470.34
336,41.9,371.76,442.67
336,36.9,363.67,422.11
336,31.9,360.84,414.44
337,76.9,NaN,NaN
337,71.9,NaN,NaN
337,66.9,NaN,NaN
337,61.9,NaN,NaN
337,56.9,NaN,NaN
337,51.9,NaN,NaN
337,46.9,387.65,471.72
337,41.9,372.49,444.00
337,36.9,364.06,423.16
337,31.9,361.25,415.56
338,76.9,NaN,NaN
338,71.9,NaN,NaN
338,66.9,NaN,NaN
338,61.9,NaN,NaN
338,56.9,NaN,NaN
338,51.9,NaN,NaN
338,46.9,388.41,473.10
338,41.9,373.22,445.33
338,36.9,364.45,424.21
338,31.9,361.66,416.67
339,76.9,NaN,NaN
339,71.9,NaN,NaN
339,66.9,NaN,NaN
339,61.9,NaN,NaN
339,56.9,NaN,NaN
339,51.9,NaN,NaN
339,46.9,389.16,474.48
339,41.9,373.95,446.67
339,36.9,364.84,425.26
339,31.9,362.07,417.78
340,76.9,NaN,NaN
340,71.9,NaN,NaN
340,66.9,NaN,NaN
340,61.9,NaN,NaN
340,56.9,NaN,NaN
340,51.9,NaN,NaN
340,46.9,389.92,475.86
340,41.9,374.68,448.00
340,36.9,365.23,426.32
340,31.9,362.48,418.89
341,76.9,NaN,NaN
341,71.9,NaN,NaN
341,66.9,NaN,NaN
341,61.9,NaN,NaN
341,56.9,NaN,NaN
341,51.9,NaN,NaN
341,46.9,390.67,477.24
341,41.9,375.41,449.33
341,36.9,365.62,427.37
341,31.9,362.89,420.00
342,76.9,NaN,NaN
342,71.9,NaN,NaN
342,66.9,NaN,NaN
342,61.9,NaN,NaN
342,56.9,NaN,NaN
342,51.9,NaN,NaN
342,46.9,391.42,478.62
342,41.9,376.14,450.67
342,36.9,366.01,428.42
342,31.9,363.31,421.11
343,76.9,NaN,NaN
343,71.9,NaN,NaN
343,66.9,NaN,NaN
343,61.9,NaN,NaN
343,56.9,NaN,NaN
343,51.9,NaN,NaN
343,46.9,392.18,480.00
343,41.9,376.87,452.00
343,36.9,366.40,429.47
343,31.9,363.72,422.22
344,76.9,NaN,NaN
344,71.9,NaN,NaN
344,66.9,NaN,NaN
344,61.9,NaN,NaN
344,56.9,NaN,NaN
344,51.9,NaN,NaN
344,46.9,392.97,482.00
344,41.9,377.60,453.33
344,36.9,366.79,430.53
344,31.9,364.13,423.33
345,76.9,NaN,NaN
345,71.9,NaN,NaN
345,66.9,NaN,NaN
345,61.9,NaN,NaN
345,56.9,NaN,NaN
345,51.9,NaN,NaN
345,46.9,393.76,484.00
345,41.9,378.33,454.67
345,36.9,367.18,431.58
345,31.9,364.54,424.44
346,76.9,NaN,NaN
346,71.9,NaN,NaN
346,66.9,NaN,NaN
346,61.9,NaN,NaN
346,56.9,NaN,NaN
346,51.9,NaN,NaN
346,46.9,394.55,486.00
346,41.9,379.05,456.00
346,36.9,367.57,432.63
346,31.9,364.95,425.56
347,76.9,NaN,NaN
347,71.9,NaN,NaN
347,66.9,NaN,NaN
347,61.9,NaN,NaN
347,56.9,NaN,NaN
347,51.9,NaN,NaN
347,46.9,395.34,488.00
347,41.9,379.78,457.33
347,36.9,367.96,433.68
347,31.9,365.36,426.67
348,76.9,NaN,NaN
348,71.9,NaN,NaN
348,66.9,NaN,NaN
348,61.9,NaN,NaN
348,56.9,NaN,NaN
348,51.9,NaN,NaN
348,46.9,396.13,490.00
348,41.9,380.51,458.67
348,36.9,368.35,434.74
348,31.9,365.78,427.78
349,76.9,NaN,NaN
349,71.9,NaN,NaN
349,66.9,NaN,NaN
349,61.9,NaN,NaN
349,56.9,NaN,NaN
349,51.9,NaN,NaN
349,46.9,396.93,492.00
349,41.9,381.24,460.00
349,36.9,368.74,435.79
349,31.9,366.19,428.89
350,76.9,NaN,NaN
350,71.9,NaN,NaN
350,66.9,NaN,NaN
350,61.9,NaN,NaN
350,56.9,NaN,NaN
350,51.9,NaN,NaN
350,46.9,397.72,494.00
350,41.9,381.97,461.33
350,36.9,369.13,436.84
350,31.9,366.60,430.00
351,76.9,NaN,NaN
351,71.9,NaN,NaN
351,66.9,NaN,NaN
351,61.9,NaN,NaN
351,56.9,NaN,NaN
351,51.9,NaN,NaN
351,46.9,398.51,496.00
351,41.9,382.70,462.67
351,36.9,369.52,437.89
351,31.9,367.01,431.11
352,76.9,NaN,NaN
352,71.9,NaN,NaN
352,66.9,NaN,NaN
352,61.9,NaN,NaN
352,56.9,NaN,NaN
352,51.9,NaN,NaN
352,46.9,399.30,498.00
352,41.9,383.43,464.00
352,36.9,369.91,438.95
352,31.9,367.42,432.22
353,76.9,NaN,NaN
353,71.9,NaN,NaN
353,66.9,NaN,NaN
353,61.9,NaN,NaN
353,56.9,NaN,NaN
353,51.9,NaN,NaN
353,46.9,400.09,500.00
353,41.9,384.16,465.33
353,36.9,370.30,440.00
353,31.9,367.83,433.33
354,76.9,NaN,NaN
354,71.9,NaN,NaN
354,66.9,NaN,NaN
354,61.9,NaN,NaN
354,56.9,NaN,NaN
354,51.9,NaN,NaN
354,46.9,400.88,502.00
354,41.9,384.89,466.67
354,36.9,371.22,441.67
354,31.9,368.25,434.44
355,76.9,NaN,NaN
355,71.9,NaN,NaN
355,66.9,NaN,NaN
355,61.9,NaN,NaN
355,56.9,NaN,NaN
355,51.9,NaN,NaN
355,46.9,401.67,504.00
355,41.9,385.62,468.00
355,36.9,372.13,443.33
355,31.9,368.66,435.56
356,76.9,NaN,NaN
356,71.9,NaN,NaN
356,66.9,NaN,NaN
356,61.9,NaN,NaN
356,56.9,NaN,NaN
356,51.9,NaN,NaN
356,46.9,402.46,506.00
356,41.9,386.35,469.33
356,36.9,373.04,445.00
356,31.9,369.07,436.67
357,76.9,NaN,NaN
357,71.9,NaN,NaN
357,66.9,NaN,NaN
357,61.9,NaN,NaN
357,56.9,NaN,NaN
357,51.9,NaN,NaN
357,46.9,403.26,508.00
357,41.9,387.07,470.67
357,36.9,373.95,446.67
357,31.9,369.48,437.78
358,76.9,NaN,NaN
358,71.9,NaN,NaN
358,66.9,NaN,NaN
358,61.9,NaN,NaN
358,56.9,NaN,NaN
358,51.9,NaN,NaN
358,46.9,404.05,510.00
358,41.9,387.80,472.00
358,36.9,374.86,448.33
358,31.9,369.89,438.89
359,76.9,NaN,NaN
359,71.9,NaN,NaN
359,66.9,NaN,NaN
359,61.9,NaN,NaN
359,56.9,NaN,NaN
359,51.9,NaN,NaN
359,46.9,404.84,512.00
359,41.9,388.53,473.33
359,36.9,375.77,450.00
359,31.9,370.30,440.00
360,76.9,NaN,NaN
360,71.9,NaN,NaN
360,66.9,NaN,NaN
360,61.9,NaN,NaN
360,56.9,NaN,NaN
360,51.9,NaN,NaN
360,46.9,405.63,514.00
360,41.9,389.26,474.67
360,36.9,376.68,451.67
360,31.9,371.01,441.29
361,76.9,NaN,NaN
361,71.9,NaN,NaN
361,66.9,NaN,NaN
361,61.9,NaN,NaN
361,56.9,NaN,NaN
361,51.9,NaN,NaN
361,46.9,406.42,516.00
361,41.9,389.99,476.00
361,36.9,377.60,453.33
361,31.9,371.72,442.58
362,76.9,NaN,NaN
362,71.9,NaN,NaN
362,66.9,NaN,NaN
362,61.9,NaN,NaN
362,56.9,NaN,NaN
362,51.9,NaN,NaN
362,46.9,407.21,518.00
362,41.9,390.72,477.33
362,36.9,378.51,455.00
362,31.9,372.42,443.87
363,76.9,NaN,NaN
363,71.9,NaN,NaN
363,66.9,NaN,NaN
363,61.9,NaN,NaN
363,56.9,NaN,NaN
363,51.9,NaN,NaN
363,46.9,408.00,520.00
363,41.9,391.45,478.67
363,36.9,379.42,456.67
363,31.9,373.13,445.16
364,76.9,NaN,NaN
364,71.9,NaN,NaN
364,66.9,NaN,NaN
364,61.9,NaN,NaN
364,56.9,NaN,NaN
364,51.9,NaN,NaN
364,46.9,NaN,NaN
364,41.9,392.18,480.00
364,36.9,380.33,458.33
364,31.9,373.83,446.45
365,76.9,NaN,NaN
365,71.9,NaN,NaN
365,66.9,NaN,NaN
365,61.9,NaN,NaN
365,56.9,NaN,NaN
365,51.9,NaN,NaN
365,46.9,NaN,NaN
365,41.9,392.93,481.90
365,36.9,381.24,460.00
365,31.9,374.54,447.74
366,76.9,NaN,NaN
366,71.9,NaN,NaN
366,66.9,NaN,NaN
366,61.9,NaN,NaN
366,56.9,NaN,NaN
366,51.9,NaN,NaN
366,46.9,NaN,NaN
366,41.9,393.69,483.81
366,36.9,382.15,461.67
366,31.9,375.24,449.03
367,76.9,NaN,NaN
367,71.9,NaN,NaN
367,66.9,NaN,NaN
367,61.9,NaN,NaN
367,56.9,NaN,NaN
367,51.9,NaN,NaN
367,46.9,NaN,NaN
367,41.9,394.44,485.71
367,36.9,383.06,463.33
367,31.9,375.95,450.32
368,76.9,NaN,NaN
368,71.9,NaN,NaN
368,66.9,NaN,NaN
368,61.9,NaN,NaN
368,56.9,NaN,NaN
368,51.9,NaN,NaN
368,46.9,NaN,NaN
368,41.9,395.19,487.62
368,36.9,383.98,465.00
368,31.9,376.66,451.61
369,76.9,NaN,NaN
369,71.9,NaN,NaN
369,66.9,NaN,NaN
369,61.9,NaN,NaN
369,56.9,NaN,NaN
369,51.9,NaN,NaN
369,46.9,NaN,NaN
369,41.9,395.95,489.52
369,36.9,384.89,466.67
369,31.9,377.36,452.90
370,76.9,NaN,NaN
370,71.9,NaN,NaN
370,66.9,NaN,NaN
370,61.9,NaN,NaN
370,56.9,NaN,NaN
370,51.9,NaN,NaN
370,46.9,NaN,NaN
370,41.9,396.70,491.43
370,36.9,385.80,468.33
370,31.9,378.07,454.19
371,76.9,NaN,NaN
371,71.9,NaN,NaN
371,66.9,NaN,NaN
371,61.9,NaN,NaN
371,56.9,NaN,NaN
371,51.9,NaN,NaN
371,46.9,NaN,NaN
371,41.9,397.45,493.33
371,36.9,386.71,470.00
371,31.9,378.77,455.48
372,76.9,NaN,NaN
372,71.9,NaN,NaN
372,66.9,NaN,NaN
372,61.9,NaN,NaN
372,56.9,NaN,NaN
372,51.9,NaN,NaN
372,46.9,NaN,NaN
372,41.9,398.21,495.24
372,36.9,387.62,471.67
372,31.9,379.48,456.77
373,76.9,NaN,NaN
373,71.9,NaN,NaN
373,66.9,NaN,NaN
373,61.9,NaN,NaN
373,56.9,NaN,NaN
373,51.9,NaN,NaN
373,46.9,NaN,NaN
373,41.9,398.96,497.14
373,36.9,388.53,473.33
373,31.9,380.18,458.06
374,76.9,NaN,NaN
374,71.9,NaN,NaN
374,66.9,NaN,NaN
374,61.9,NaN,NaN
374,56.9,NaN,NaN
374,51.9,NaN,NaN
374,46.9,NaN,NaN
374,41.9,399.71,499.05
374,36.9,389.44,475.00
374,31.9,380.89,459.35
375,76.9,NaN,NaN
375,71.9,NaN,NaN
375,66.9,NaN,NaN
375,61.9,NaN,NaN
375,56.9,NaN,NaN
375,51.9,NaN,NaN
375,46.9,NaN,NaN
375,41.9,400.47,500.95
375,36.9,390.36,476.67
375,31.9,381.59,460.65
376,76.9,NaN,NaN
376,71.9,NaN,NaN
376,66.9,NaN,NaN
376,61.9,NaN,NaN
376,56.9,NaN,NaN
376,51.9,NaN,NaN
376,46.9,NaN,NaN
376,41.9,401.22,502.86
376,36.9,391.27,478.33
376,31.9,382.30,461.94
377,76.9,NaN,NaN
377,71.9,NaN,NaN
377,66.9,NaN,NaN
377,61.9,NaN,NaN
377,56.9,NaN,NaN
377,51.9,NaN,NaN
377,46.9,NaN,NaN
377,41.9,401.97,504.76
377,36.9,392.18,480.00
377,31.9,383.01,463.23
378,76.9,NaN,NaN
378,71.9,NaN,NaN
378,66.9,NaN,NaN
378,61.9,NaN,NaN
378,56.9,NaN,NaN
378,51.9,NaN,NaN
378,46.9,NaN,NaN
378,41.9,402.73,506.67
378,36.9,392.72,481.38
378,31.9,383.71,464.52
379,76.9,NaN,NaN
379,71.9,NaN,NaN
379,66.9,NaN,NaN
379,61.9,NaN,NaN
379,56.9,NaN,NaN
379,51.9,NaN,NaN
379,46.9,NaN,NaN
379,41.9,403.48,508.57
379,36.9,393.27,482.76
379,31.9,384.42,465.81
380,76.9,NaN,NaN
380,71.9,NaN,NaN
380,66.9,NaN,NaN
380,61.9,NaN,NaN
380,56.9,NaN,NaN
380,51.9,NaN,NaN
380,46.9,NaN,NaN
380,41.9,404.24,510.48
380,36.9,393.82,484.14
380,31.9,385.12,467.10
381,76.9,NaN,NaN
381,71.9,NaN,NaN
381,66.9,NaN,NaN
381,61.9,NaN,NaN
381,56.9,NaN,NaN
381,51.9,NaN,NaN
381,46.9,NaN,NaN
381,41.9,404.99,512.38
381,36.9,394.36,485.52
381,31.9,385.83,468.39
382,76.9,NaN,NaN
382,71.9,NaN,NaN
382,66.9,NaN,NaN
382,61.9,NaN,NaN
382,56.9,NaN,NaN
382,51.9,NaN,NaN
382,46.9,NaN,NaN
382,41.9,405.74,514.29
382,36.9,394.91,486.90
382,31.9,386.53,469.68
383,76.9,NaN,NaN
383,71.9,NaN,NaN
383,66.9,NaN,NaN
383,61.9,NaN,NaN
383,56.9,NaN,NaN
383,51.9,NaN,NaN
383,46.9,NaN,NaN
383,41.9,406.50,516.19
383,36.9,395.45,488.28
383,31.9,387.24,470.97
384,76.9,NaN,NaN
384,71.9,NaN,NaN
384,66.9,NaN,NaN
384,61.9,NaN,NaN
384,56.9,NaN,NaN
384,51.9,NaN,NaN
384,46.9,NaN,NaN
384,41.9,407.25,518.10
384,36.9,396.00,489.66
384,31.9,387.95,472.26
385,76.9,NaN,NaN
385,71.9,NaN,NaN
385,66.9,NaN,NaN
385,61.9,NaN,NaN
385,56.9,NaN,NaN
385,51.9,NaN,NaN
385,46.9,NaN,NaN
385,41.9,408.00,520.00
385,36.9,396.54,491.03
385,31.9,388.65,473.55
386,76.9,NaN,NaN
386,71.9,NaN,NaN
386,66.9,NaN,NaN
386,61.9,NaN,NaN
386,56.9,NaN,NaN
386,51.9,NaN,NaN
386,46.9,NaN,NaN
386,41.9,408.49,521.25
386,36.9,397.09,492.41
386,31.9,389.36,474.84
387,76.9,NaN,NaN
387,71.9,NaN,NaN
387,66.9,NaN,NaN
387,61.9,NaN,NaN
387,56.9,NaN,NaN
387,51.9,NaN,NaN
387,46.9,NaN,NaN
387,41.9,408.97,522.50
387,36.9,397.64,493.79
387,31.9,390.06,476.13
388,76.9,NaN,NaN
388,71.9,NaN,NaN
388,66.9,NaN,NaN
388,61.9,NaN,NaN
388,56.9,NaN,NaN
388,51.9,NaN,NaN
388,46.9,NaN,NaN
388,41.9,409.46,523.75
388,36.9,398.18,495.17
388,31.9,390.77,477.42
389,76.9,NaN,NaN
389,71.9,NaN,NaN
389,66.9,NaN,NaN
389,61.9,NaN,NaN
389,56.9,NaN,NaN
389,51.9,NaN,NaN
389,46.9,NaN,NaN
389,41.9,409.94,525.00
389,36.9,398.73,496.55
389,31.9,391.47,478.71
390,76.9,NaN,NaN
390,71.9,NaN,NaN
390,66.9,NaN,NaN
390,61.9,NaN,NaN
390,56.9,NaN,NaN
390,51.9,NaN,NaN
390,46.9,NaN,NaN
390,41.9,410.43,526.25
390,36.9,399.27,497.93
390,31.9,392.18,480.00
391,76.9,NaN,NaN
391,71.9,NaN,NaN
391,66.9,NaN,NaN
391,61.9,NaN,NaN
391,56.9,NaN,NaN
391,51.9,NaN,NaN
391,46.9,NaN,NaN
391,41.9,410.91,527.50
391,36.9,399.82,499.31
391,31.9,392.84,481.67
392,76.9,NaN,NaN
392,71.9,NaN,NaN
392,66.9,NaN,NaN
392,61.9,NaN,NaN
392,56.9,NaN,NaN
392,51.9,NaN,NaN
392,46.9,NaN,NaN
392,41.9,411.40,528.75
392,36.9,400.36,500.69
392,31.9,393.50,483.33
393,76.9,NaN,NaN
393,71.9,NaN,NaN
393,66.9,NaN,NaN
393,61.9,NaN,NaN
393,56.9,NaN,NaN
393,51.9,NaN,NaN
393,46.9,NaN,NaN
393,41.9,411.88,530.00
393,36.9,400.91,502.07
393,31.9,394.16,485.00
394,76.9,NaN,NaN
394,71.9,NaN,NaN
394,66.9,NaN,NaN
394,61.9,NaN,NaN
394,56.9,NaN,NaN
394,51.9,NaN,NaN
394,46.9,NaN,NaN
394,41.9,412.37,531.25
394,36.9,401.46,503.45
394,31.9,394.82,486.67
395,76.9,NaN,NaN
395,71.9,NaN,NaN
395,66.9,NaN,NaN
395,61.9,NaN,NaN
395,56.9,NaN,NaN
395,51.9,NaN,NaN
395,46.9,NaN,NaN
395,41.9,412.85,532.50
395,36.9,402.00,504.83
395,31.9,395.48,488.33
396,76.9,NaN,NaN
396,71.9,NaN,NaN
396,66.9,NaN,NaN
396,61.9,NaN,NaN
396,56.9,NaN,NaN
396,51.9,NaN,NaN
396,46.9,NaN,NaN
396,41.9,413.34,533.75
396,36.9,402.55,506.21
396,31.9,396.13,490.00
397,76.9,NaN,NaN
397,71.9,NaN,NaN
397,66.9,NaN,NaN
397,61.9,NaN,NaN
397,56.9,NaN,NaN
397,51.9,NaN,NaN
397,46.9,NaN,NaN
397,41.9,413.82,535.00
397,36.9,403.09,507.59
397,31.9,396.79,491.67
398,76.9,NaN,NaN
398,71.9,NaN,NaN
398,66.9,NaN,NaN
398,61.9,NaN,NaN
398,56.9,NaN,NaN
398,51.9,NaN,NaN
398,46.9,NaN,NaN
398,41.9,414.31,536.25
398,36.9,403.64,508.97
398,31.9,397.45,493.33
399,76.9,NaN,NaN
399,71.9,NaN,NaN
399,66.9,NaN,NaN
399,61.9,NaN,NaN
399,56.9,NaN,NaN
399,51.9,NaN,NaN
399,46.9,NaN,NaN
399,41.9,414.79,537.50
399,36.9,404.18,510.34
399,31.9,398.11,495.00
400,76.9,NaN,NaN
400,71.9,NaN,NaN
400,66.9,NaN,NaN
400,61.9,NaN,NaN
400,56.9,NaN,NaN
400,51.9,NaN,NaN
400,46.9,NaN,NaN
400,41.9,415.28,538.75
400,36.9,404.73,511.72
400,31.9,398.77,496.67
401,76.9,NaN,NaN
401,71.9,NaN,NaN
401,66.9,NaN,NaN
401,61.9,NaN,NaN
401,56.9,NaN,NaN
401,51.9,NaN,NaN
401,46.9,NaN,NaN
401,41.9,415.76,540.00
401,36.9,405.27,513.10
401,31.9,399.43,498.33
402,76.9,NaN,NaN
402,71.9,NaN,NaN
402,66.9,NaN,NaN
402,61.9,NaN,NaN
402,56.9,NaN,NaN
402,51.9,NaN,NaN
402,46.9,NaN,NaN
402,41.9,416.25,541.25
402,36.9,405.82,514.48
402,31.9,400.09,500.00
403,76.9,NaN,NaN
403,71.9,NaN,NaN
403,66.9,NaN,NaN
403,61.9,NaN,NaN
403,56.9,NaN,NaN
403,51.9,NaN,NaN
403,46.9,NaN,NaN
403,41.9,416.73,542.50
403,36.9,406.37,515.86
403,31.9,400.75,501.67
404,76.9,NaN,NaN
404,71.9,NaN,NaN
404,66.9,NaN,NaN
404,61.9,NaN,NaN
404,56.9,NaN,NaN
404,51.9,NaN,NaN
404,46.9,NaN,NaN
